,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,AIR_TIME_MEAN
3960,CAK,"Akron, OH",ORD,"Chicago, IL",2609.76
3961,CAK,"Akron, OH",PHL,"Philadelphia, PA",1514.37
3962,CAK,"Akron, OH",PIT,"Pittsburgh, PA",21.2
3963,CAK,"Akron, OH",PWM,"Portland, ME",83.0
3964,CAK,"Akron, OH",RFD,"Rockford, IL",198.33
3965,CAK,"Akron, OH",ROC,"Rochester, NY",39.0
3966,CAK,"Akron, OH",RSW,"Fort Myers, FL",2488.11
3967,CAK,"Akron, OH",SBN,"South Bend, IN",92.0
3968,CAK,"Akron, OH",SDF,"Louisville, KY",60.0
3969,CAK,"Akron, OH",SFB,"Sanford, FL",115.0
3970,CAK,"Akron, OH",SHV,"Shreveport, LA",135.0
3971,CAK,"Akron, OH",STL,"St, Louis, MO",84.0
3972,CAK,"Akron, OH",SYR,"Syracuse, NY",57.5
3973,CAK,"Akron, OH",TCL,"Tuscaloosa, AL",113.0
3974,CAK,"Akron, OH",TLH,"Tallahassee, FL",103.0
3975,CAK,"Akron, OH",TPA,"Tampa, FL",3563.83
3976,CAK,"Akron, OH",TRI,"Bristol/Johnson City/Kingsport, TN",48.0
3977,CAK,"Akron, OH",TYS,"Knoxville, TN",113.0
3978,CAK,"Akron, OH",UTM,"Tunica, MS",108.0
3979,CCR,"Concord, CA",BUR,"Burbank, CA",35.0
3980,CDB,"Cold Bay, AK",ADK,"Adak Island, AK",142.0
3981,CDB,"Cold Bay, AK",ADQ,"Kodiak, AK",82.0
3982,CDB,"Cold Bay, AK",AKB,"Atka, AK",119.0
3983,CDB,"Cold Bay, AK",AKN,"King Salmon, AK",116.23
3984,CDB,"Cold Bay, AK",ANC,"Anchorage, AK",1244.54
3985,CDB,"Cold Bay, AK",CDB,"Cold Bay, AK",111.71
3986,CDB,"Cold Bay, AK",DLG,"Dillingham, AK",79.0
3987,CDB,"Cold Bay, AK",DUT,"Unalaska, AK",621.63
3988,CDB,"Cold Bay, AK",ENA,"Kenai, AK",128.0
3989,CDB,"Cold Bay, AK",ILI,"Iliamna, AK",105.0
3990,CDB,"Cold Bay, AK",KCQ,"Chignik, AK",78.0
3991,CDB,"Cold Bay, AK",KFP,"False Pass, AK",226.78
3992,CDB,"Cold Bay, AK",KPV,"Perryville, AK",64.5
3993,CDB,"Cold Bay, AK",KVC,"King Cove, AK",456.25
3994,CDB,"Cold Bay, AK",MRI,"Anchorage, AK",155.0
3995,CDB,"Cold Bay, AK",NLG,"Nelson Lagoon, AK",422.73
3996,CDB,"Cold Bay, AK",OQS,"Sandy, AK",57.0
3997,CDB,"Cold Bay, AK",PML,"Port Moller, AK",209.55
3998,CDB,"Cold Bay, AK",PTH,"Port Heiden, AK",76.0
3999,CDB,"Cold Bay, AK",SDP,"Sandpoint, AK",179.3
4000,CDB,"Cold Bay, AK",SNP,"St, Paul, AK",93.86
4001,CDB,"Cold Bay, AK",STG,"St, George Island, AK",259.0
4002,CDB,"Cold Bay, AK",VZN,"Wildman Creek, AK",114.25
4003,CDC,"Cedar City, UT",ALO,"Waterloo, IA",131.0
4004,CDC,"Cedar City, UT",FSD,"Sioux Falls, SD",107.5
4005,CDC,"Cedar City, UT",GCN,"Grand Canyon, AZ",109.0
4006,CDC,"Cedar City, UT",GFK,"Grand Forks, ND",132.0
4007,CDC,"Cedar City, UT",LAS,"Las Vegas, NV",872.38
4008,CDC,"Cedar City, UT",SAT,"San Antonio, TX",125.0
4009,CDC,"Cedar City, UT",SGU,"St, George, UT",24.86
4010,CDC,"Cedar City, UT",SLC,"Salt Lake City, UT",2537.92
4011,CDC,"Cedar City, UT",SMX,"Santa Maria, CA",71.0
4012,CDL,"Candle, AK",DRG,"Deering, AK",9.0
4013,CDL,"Candle, AK",OME,"Nome, AK",58.0
4014,CDL,"Candle, AK",OTZ,"Kotzebue, AK",24.0
4015,CDR,"Chadron, NE",AIA,"Alliance, NE",431.22
4016,CDR,"Chadron, NE",BFF,"Scottsbluff, NE",20.0
4017,CDR,"Chadron, NE",CYS,"Cheyenne, WY",60.0
4018,CDR,"Chadron, NE",DEN,"Denver, CO",1162.06
4019,CDR,"Chadron, NE",DIK,"Dickinson, ND",63.0
4020,CDR,"Chadron, NE",ISN,"Williston, ND",1303.33
4021,CDR,"Chadron, NE",PIR,"Pierre, SD",44.5
4022,CDR,"Chadron, NE",SDY,"Sidney, MT",124.0
4023,CDV,"Cordova, AK",ANC,"Anchorage, AK",545.62
4024,CDV,"Cordova, AK",FAI,"Fairbanks, AK",83.0
4025,CDV,"Cordova, AK",JNU,"Juneau, AK",175.91
4026,CDV,"Cordova, AK",NCN,"Chenega, AK",32.33
4027,CDV,"Cordova, AK",SEA,"Seattle, WA",428.11
4028,CDV,"Cordova, AK",SIT,"Sitka, AK",100.0
4029,CDV,"Cordova, AK",TEK,"Tatitlek, AK",142.58
4030,CDV,"Cordova, AK",VDZ,"Valdez, AK",34.0
4031,CDV,"Cordova, AK",YAK,"Yakutat, AK",417.26
4032,CDW,"Caldwell, NJ",IAD,"Washington, DC",42.0
4033,CEC,"Crescent City, CA",ACV,"Arcata/Eureka, CA",431.77
4034,CEC,"Crescent City, CA",CIC,"Chico, CA",1244.58
4035,CEC,"Crescent City, CA",EKA,"Eureka, CA",117.58
4036,CEC,"Crescent City, CA",FAT,"Fresno, CA",84.0
4037,CEC,"Crescent City, CA",MFR,"Medford, OR",57.0
4038,CEC,"Crescent City, CA",SBA,"Santa Barbara, CA",105.0
4039,CEC,"Crescent City, CA",SFO,"San Francisco, CA",4008.0
4040,CEC,"Crescent City, CA",SJC,"San Jose, CA",108.0
4041,CEC,"Crescent City, CA",SMF,"Sacramento, CA",198.0
4042,CEF,"Chicopee Falls, MA",ACY,"Atlantic City, NJ",62.22
4043,CEF,"Chicopee Falls, MA",ALB,"Albany, NY",31.5
4044,CEF,"Chicopee Falls, MA",BFD,"Bradford, PA",78.0
4045,CEF,"Chicopee Falls, MA",CLT,"Charlotte, NC",95.0
4046,CEF,"Chicopee Falls, MA",FAY,"Fayetteville, NC",90.0
4047,CEF,"Chicopee Falls, MA",ISP,"Islip, NY",30.0
4048,CEF,"Chicopee Falls, MA",PHL,"Philadelphia, PA",40.0
4049,CEF,"Chicopee Falls, MA",PIT,"Pittsburgh, PA",76.0
4050,CEF,"Chicopee Falls, MA",PVD,"Providence, RI",45.0
4051,CEF,"Chicopee Falls, MA",RIC,"Richmond, VA",73.0
4052,CEF,"Chicopee Falls, MA",RME,"Rome, NY",40.0
4053,CEF,"Chicopee Falls, MA",SDF,"Louisville, KY",122.5
4054,CEF,"Chicopee Falls, MA",YNG,"Youngstown/Warren, OH",65.0
4055,CEM,"Central, AK",FAI,"Fairbanks, AK",196.0
4056,CEM,"Central, AK",FYU,"Fort Yukon, AK",31.0
4057,CEM,"Central, AK",IRC,"Circle, AK",151.5
4058,CEW,"Crestview, FL",PSM,"Portsmouth, NH",148.0
4059,CEX,"Chena Hot Springs, AK",FAI,"Fairbanks, AK",18.5
4060,CEX,"Chena Hot Springs, AK",WBQ,"Beaver, AK",56.5
4061,CEZ,"Cortez, CO",ALS,"Alamosa, CO",158.44
4062,CEZ,"Cortez, CO",CNY,"Moab, UT",31.0
4063,CEZ,"Cortez, CO",DEN,"Denver, CO",4883.67
4064,CEZ,"Cortez, CO",FMN,"Farmington, NM",29.67
4065,CEZ,"Cortez, CO",GCN,"Grand Canyon, AZ",82.0
4066,CEZ,"Cortez, CO",PIT,"Pittsburgh, PA",176.0
4067,CEZ,"Cortez, CO",PUB,"Pueblo, CO",49.0
4068,CEZ,"Cortez, CO",UXR,"Monument Valley, UT",32.0
4069,CFA,"Coffee Point, AK",A57,"International Seafoods, AK",15.0
4070,CFA,"Coffee Point, AK",AKN,"King Salmon, AK",73.9
4071,CFA,"Coffee Point, AK",BSZ,"Bartletts, AK",5.67
4072,CFA,"Coffee Point, AK",EGX,"Egegik, AK",13.0
4073,CFA,"Coffee Point, AK",PIP,"Pilot Point, AK",19.0
4074,CFA,"Coffee Point, AK",PTH,"Port Heiden, AK",46.0
4075,CFA,"Coffee Point, AK",UGB,"Pilot Point, AK",74.0
4076,CFA,"Coffee Point, AK",WSN,"South Naknek, AK",13.0
4077,CFT,"Clifton, AZ",PHX,"Phoenix, AZ",191.0
4078,CFT,"Clifton, AZ",SAD,"Safford, AZ",33.0
4079,CGA,"Craig, AK",CGA,"Craig, AK",3691.23
4080,CGA,"Craig, AK",DOF,"Dora Bay, AK",37.67
4081,CGA,"Craig, AK",EDA,"Edna Bay, AK",24.33
4082,CGA,"Craig, AK",FVX,"Grace Harbor, AK",32.0
4083,CGA,"Craig, AK",HYG,"Hydaburg, AK",30.4
4084,CGA,"Craig, AK",HYL,"Hollis, AK",73.23
4085,CGA,"Craig, AK",KCC,"Coffman Cove, AK",28.75
4086,CGA,"Craig, AK",KTB,"Thorne Bay, AK",146.75
4087,CGA,"Craig, AK",KTN,"Ketchikan, AK",393.56
4088,CGA,"Craig, AK",KWF,"Waterfall, AK",17.13
4089,CGA,"Craig, AK",KXA,"Kasaan, AK",32.64
4090,CGA,"Craig, AK",LIJ,"Long Island, AK",25.5
4091,CGA,"Craig, AK",NKI,"Naukiti, AK",22.0
4092,CGA,"Craig, AK",PPV,"Port Protection, AK",290.0
4093,CGA,"Craig, AK",SCJ,"Smith Cove, AK",21.33
4094,CGA,"Craig, AK",WFB,"Ketchikan, AK",813.12
4095,CGA,"Craig, AK",WMK,"Meyers Chuck, AK",32.0
4096,CGA,"Craig, AK",WWP,"Whale Pass, AK",33.5
4097,CGA,"Craig, AK",ZXH,"Chomondely Sound, AK",17.5
4098,CGA,"Craig, AK",ZXM,"Saltery Cove, AK",68.15
4099,CGA,"Craig, AK",ZXN,"Clover Bay, AK",25.0
4100,CGI,"Cape Girardeau, MO",DTW,"Detroit, MI",77.5
4101,CGI,"Cape Girardeau, MO",GYY,"Gary, IN",63.5
4102,CGI,"Cape Girardeau, MO",JZT,"Arlington, TX",81.5
4103,CGI,"Cape Girardeau, MO",LRD,"Laredo, TX",125.0
4104,CGI,"Cape Girardeau, MO",MSP,"Minneapolis, MN",85.0
4105,CGI,"Cape Girardeau, MO",PTK,"Pontiac, MI",84.0
4106,CGI,"Cape Girardeau, MO",STL,"St, Louis, MO",4120.75
4107,CHA,"Chattanooga, TN",ATL,"Atlanta, GA",2144.16
4108,CHA,"Chattanooga, TN",AVL,"Asheville, NC",108.0
4109,CHA,"Chattanooga, TN",BHM,"Birmingham, AL",60.0
4110,CHA,"Chattanooga, TN",BIF,"El Paso, TX",204.0
4111,CHA,"Chattanooga, TN",BNA,"Nashville, TN",32.5
4112,CHA,"Chattanooga, TN",BPT,"Beaumont/Port Arthur, TX",95.0
4113,CHA,"Chattanooga, TN",BRO,"Brownsville, TX",258.0
4114,CHA,"Chattanooga, TN",BWI,"Baltimore, MD",107.0
4115,CHA,"Chattanooga, TN",CAK,"Akron, OH",85.0
4116,CHA,"Chattanooga, TN",CKV,"Clarksville, TN",54.0
4117,CHA,"Chattanooga, TN",CLT,"Charlotte, NC",2114.3
4118,CHA,"Chattanooga, TN",CMH,"Columbus, OH",75.5
4119,CHA,"Chattanooga, TN",CRW,"Charleston/Dunbar, WV",67.0
4120,CHA,"Chattanooga, TN",DAY,"Dayton, OH",103.0
4121,CHA,"Chattanooga, TN",DCA,"Washington, DC",1790.62
4122,CHA,"Chattanooga, TN",DFW,"Dallas/Fort Worth, TX",1504.11
4123,CHA,"Chattanooga, TN",DTW,"Detroit, MI",1550.87
4124,CHA,"Chattanooga, TN",ELP,"El Paso, TX",189.0
4125,CHA,"Chattanooga, TN",EWR,"Newark, NJ",106.0
4126,CHA,"Chattanooga, TN",FWA,"Fort Wayne, IN",110.0
4127,CHA,"Chattanooga, TN",GPT,"Gulfport/Biloxi, MS",59.6
4128,CHA,"Chattanooga, TN",GRK,"Killeen, TX",130.0
4129,CHA,"Chattanooga, TN",GSP,"Greer, SC",166.0
4130,CHA,"Chattanooga, TN",HLN,"Helena, MT",675.0
4131,CHA,"Chattanooga, TN",HPN,"White Plains, NY",132.0
4132,CHA,"Chattanooga, TN",HSV,"Huntsville, AL",37.33
4133,CHA,"Chattanooga, TN",IAD,"Washington, DC",80.0
4134,CHA,"Chattanooga, TN",IND,"Indianapolis, IN",115.0
4135,CHA,"Chattanooga, TN",IPT,"Williamsport, PA",102.0
4136,CHA,"Chattanooga, TN",LEX,"Lexington, KY",48.0
4137,CHA,"Chattanooga, TN",LNK,"Lincoln, NE",102.0
4138,CHA,"Chattanooga, TN",LRD,"Laredo, TX",153.25
4139,CHA,"Chattanooga, TN",MDT,"Harrisburg, PA",101.5
4140,CHA,"Chattanooga, TN",MEM,"Memphis, TN",1298.43
4141,CHA,"Chattanooga, TN",MLI,"Moline, IL",75.0
4142,CHA,"Chattanooga, TN",MLU,"Monroe, LA",72.0
4143,CHA,"Chattanooga, TN",ORD,"Chicago, IL",2097.96
4144,CHA,"Chattanooga, TN",PIE,"St, Petersburg, FL",637.2
4145,CHA,"Chattanooga, TN",PTK,"Pontiac, MI",94.0
4146,CHA,"Chattanooga, TN",SAV,"Savannah, GA",40.0
4147,CHA,"Chattanooga, TN",SFB,"Sanford, FL",810.55
4148,CHA,"Chattanooga, TN",TYS,"Knoxville, TN",25.33
4149,CHA,"Chattanooga, TN",UTM,"Tunica, MS",48.0
4150,CHA,"Chattanooga, TN",VPS,"Valparaiso, FL",343.67
4151,CHA,"Chattanooga, TN",XNA,"Fayetteville, AR",94.0
4152,CHA,"Chattanooga, TN",YIP,"Detroit, MI",81.2
4153,CHO,"Charlottesville, VA",ABE,"Allentown/Bethlehem/Easton, PA",135.0
4154,CHO,"Charlottesville, VA",ADW,"Camp Springs, MD",30.0
4155,CHO,"Charlottesville, VA",AND,"Anderson, SC",72.0
4156,CHO,"Charlottesville, VA",ATL,"Atlanta, GA",4410.12
4157,CHO,"Charlottesville, VA",BDL,"Hartford, CT",62.5
4158,CHO,"Charlottesville, VA",BED,"Bedford, MA",83.0
4159,CHO,"Charlottesville, VA",BMG,"Bloomington, IN",114.0
4160,CHO,"Charlottesville, VA",BOS,"Boston, MA",72.0
4161,CHO,"Charlottesville, VA",BWI,"Baltimore, MD",137.0
4162,CHO,"Charlottesville, VA",CID,"Cedar Rapids/Iowa City, IA",115.0
4163,CHO,"Charlottesville, VA",CLT,"Charlotte, NC",2975.93
4164,CHO,"Charlottesville, VA",CMH,"Columbus, OH",50.0
4165,CHO,"Charlottesville, VA",CVG,"Cincinnati, OH",59.67
4166,CHO,"Charlottesville, VA",DCA,"Washington, DC",26.0
4167,CHO,"Charlottesville, VA",FLL,"Fort Lauderdale, FL",120.0
4168,CHO,"Charlottesville, VA",FWA,"Fort Wayne, IN",93.0
4169,CHO,"Charlottesville, VA",GSO,"Greensboro/High Point, NC",68.0
4170,CHO,"Charlottesville, VA",HHH,"Hilton Head, SC",93.0
4171,CHO,"Charlottesville, VA",HPN,"White Plains, NY",66.0
4172,CHO,"Charlottesville, VA",IAD,"Washington, DC",2686.0
4173,CHO,"Charlottesville, VA",IND,"Indianapolis, IN",102.5
4174,CHO,"Charlottesville, VA",ISP,"Islip, NY",54.0
4175,CHO,"Charlottesville, VA",LGA,"New York, NY",4363.06
4176,CHO,"Charlottesville, VA",MHT,"Manchester, NH",126.0
4177,CHO,"Charlottesville, VA",MIA,"Miami, FL",114.0
4178,CHO,"Charlottesville, VA",MIE,"Muncie/Anderson/Newcastle, IN",71.0
4179,CHO,"Charlottesville, VA",MSP,"Minneapolis, MN",124.0
4180,CHO,"Charlottesville, VA",OMA,"Omaha, NE",129.0
4181,CHO,"Charlottesville, VA",ORD,"Chicago, IL",2411.67
4182,CHO,"Charlottesville, VA",PHL,"Philadelphia, PA",2234.61
4183,CHO,"Charlottesville, VA",PIB,"Hattiesburg/Laurel, MS",118.0
4184,CHO,"Charlottesville, VA",PVD,"Providence, RI",67.0
4185,CHO,"Charlottesville, VA",RDU,"Raleigh/Durham, NC",33.67
4186,CHO,"Charlottesville, VA",RIC,"Richmond, VA",22.67
4187,CHO,"Charlottesville, VA",ROA,"Roanoke, VA",41.67
4188,CHO,"Charlottesville, VA",SAV,"Savannah, GA",78.0
4189,CHO,"Charlottesville, VA",SBY,"Salisbury, MD",110.0
4190,CHO,"Charlottesville, VA",SYR,"Syracuse, NY",64.0
4191,CHO,"Charlottesville, VA",TLH,"Tallahassee, FL",132.25
4192,CHO,"Charlottesville, VA",TYS,"Knoxville, TN",57.0
4193,CHO,"Charlottesville, VA",YIP,"Detroit, MI",60.0
4194,CHP,"Circle Hot Springs, AK",ANC,"Anchorage, AK",71.0
4195,CHP,"Circle Hot Springs, AK",FAI,"Fairbanks, AK",201.0
4196,CHP,"Circle Hot Springs, AK",IRC,"Circle, AK",199.0
4197,CHP,"Circle Hot Springs, AK",SVS,"Stevens Village, AK",111.0
4198,CHS,"Charleston, SC",ABE,"Allentown/Bethlehem/Easton, PA",186.25
4199,CHS,"Charleston, SC",ACY,"Atlantic City, NJ",75.22
4200,CHS,"Charleston, SC",AEX,"Alexandria, LA",155.0
4201,CHS,"Charleston, SC",AGS,"Augusta, GA",23.25
4202,CHS,"Charleston, SC",ANC,"Anchorage, AK",437.0
4203,CHS,"Charleston, SC",ATL,"Atlanta, GA",1559.73
4204,CHS,"Charleston, SC",AUS,"Austin, TX",167.0
4205,CHS,"Charleston, SC",AVP,"Scranton/Wilkes-Barre, PA",123.0
4206,CHS,"Charleston, SC",BDL,"Hartford, CT",158.0
4207,CHS,"Charleston, SC",BHM,"Birmingham, AL",63.0
4208,CHS,"Charleston, SC",BNA,"Nashville, TN",1053.0
4209,CHS,"Charleston, SC",BOS,"Boston, MA",123.0
4210,CHS,"Charleston, SC",BPT,"Beaumont/Port Arthur, TX",160.0
4211,CHS,"Charleston, SC",BTR,"Baton Rouge, LA",99.0
4212,CHS,"Charleston, SC",BWI,"Baltimore, MD",2072.07
4213,CHS,"Charleston, SC",CAE,"Columbia, SC",33.79
4214,CHS,"Charleston, SC",CAK,"Akron, OH",131.5
4215,CHS,"Charleston, SC",CLE,"Cleveland, OH",132.0
4216,CHS,"Charleston, SC",CLT,"Charlotte, NC",1350.35
4217,CHS,"Charleston, SC",CMH,"Columbus, OH",168.0
4218,CHS,"Charleston, SC",CVG,"Cincinnati, OH",81.0
4219,CHS,"Charleston, SC",DAY,"Dayton, OH",169.0
4220,CHS,"Charleston, SC",DCA,"Washington, DC",1827.74
4221,CHS,"Charleston, SC",DFW,"Dallas/Fort Worth, TX",10482.27
4222,CHS,"Charleston, SC",DTW,"Detroit, MI",2563.94
4223,CHS,"Charleston, SC",EWR,"Newark, NJ",5143.94
4224,CHS,"Charleston, SC",FLL,"Fort Lauderdale, FL",118.0
4225,CHS,"Charleston, SC",FWA,"Fort Wayne, IN",102.0
4226,CHS,"Charleston, SC",GGG,"Longview, TX",154.0
4227,CHS,"Charleston, SC",GPT,"Gulfport/Biloxi, MS",87.25
4228,CHS,"Charleston, SC",GRK,"Killeen, TX",171.0
4229,CHS,"Charleston, SC",GSO,"Greensboro/High Point, NC",97.33
4230,CHS,"Charleston, SC",GSP,"Greer, SC",53.67
4231,CHS,"Charleston, SC",HOU,"Houston, TX",1731.74
4232,CHS,"Charleston, SC",HPN,"White Plains, NY",97.0
4233,CHS,"Charleston, SC",IAB,"Wichita, KS",267.92
4234,CHS,"Charleston, SC",IAD,"Washington, DC",2006.15
4235,CHS,"Charleston, SC",IAH,"Houston, TX",10450.75
4236,CHS,"Charleston, SC",ISP,"Islip, NY",95.0
4237,CHS,"Charleston, SC",JAN,"Jackson/Vicksburg, MS",92.67
4238,CHS,"Charleston, SC",JAX,"Jacksonville, FL",44.67
4239,CHS,"Charleston, SC",JFK,"New York, NY",88.0
4240,CHS,"Charleston, SC",JZT,"Arlington, TX",170.0
4241,CHS,"Charleston, SC",LAN,"Lansing, MI",138.0
4242,CHS,"Charleston, SC",LCH,"Lake Charles, LA",149.0
4243,CHS,"Charleston, SC",LFT,"Lafayette, LA",153.0
4244,CHS,"Charleston, SC",LGA,"New York, NY",3111.26
4245,CHS,"Charleston, SC",LIT,"Little Rock, AR",126.0
4246,CHS,"Charleston, SC",MCO,"Orlando, FL",59.71
4247,CHS,"Charleston, SC",MDT,"Harrisburg, PA",157.5
4248,CHS,"Charleston, SC",MDW,"Chicago, IL",3255.25
4249,CHS,"Charleston, SC",MEM,"Memphis, TN",96.33
4250,CHS,"Charleston, SC",MGM,"Montgomery, AL",85.0
4251,CHS,"Charleston, SC",MIA,"Miami, FL",3100.86
4252,CHS,"Charleston, SC",MYR,"Myrtle Beach, SC",26.0
4253,CHS,"Charleston, SC",ORD,"Chicago, IL",2480.05
4254,CHS,"Charleston, SC",ORF,"Norfolk, VA",128.25
4255,CHS,"Charleston, SC",PAE,"Everett, WA",1678.92
4256,CHS,"Charleston, SC",PBI,"West Palm Beach/Palm Beach, FL",66.0
4257,CHS,"Charleston, SC",PHL,"Philadelphia, PA",2682.68
4258,CHS,"Charleston, SC",PIA,"Peoria, IL",134.5
4259,CHS,"Charleston, SC",PIT,"Pittsburgh, PA",127.67
4260,CHS,"Charleston, SC",PWM,"Portland, ME",123.0
4261,CHS,"Charleston, SC",RDU,"Raleigh/Durham, NC",53.67
4262,CHS,"Charleston, SC",RIC,"Richmond, VA",99.17
4263,CHS,"Charleston, SC",ROA,"Roanoke, VA",82.0
4264,CHS,"Charleston, SC",RSW,"Fort Myers, FL",96.5
4265,CHS,"Charleston, SC",SAV,"Savannah, GA",41.0
4266,CHS,"Charleston, SC",SBN,"South Bend, IN",137.5
4267,CHS,"Charleston, SC",SDF,"Louisville, KY",95.5
4268,CHS,"Charleston, SC",SFB,"Sanford, FL",45.0
4269,CHS,"Charleston, SC",SHV,"Shreveport, LA",139.33
4270,CHS,"Charleston, SC",STL,"St, Louis, MO",144.0
4271,CHS,"Charleston, SC",SWF,"Newburgh/Poughkeepsie, NY",172.0
4272,CHS,"Charleston, SC",TPA,"Tampa, FL",61.0
4273,CHS,"Charleston, SC",TYR,"Tyler, TX",199.0
4274,CHS,"Charleston, SC",TYS,"Knoxville, TN",65.33
4275,CHU,"Chuathbaluk, AK",ANC,"Anchorage, AK",106.0
4276,CHU,"Chuathbaluk, AK",ANI,"Aniak, AK",97.24
4277,CHU,"Chuathbaluk, AK",BET,"Bethel, AK",53.18
4278,CHU,"Chuathbaluk, AK",CKD,"Crooked Creek, AK",82.41
4279,CHU,"Chuathbaluk, AK",HCR,"Holy Cross, AK",29.8
4280,CHU,"Chuathbaluk, AK",KLG,"Kalskag, AK",29.44
4281,CHU,"Chuathbaluk, AK",KWT,"Kwethluk, AK",152.0
4282,CHU,"Chuathbaluk, AK",MCG,"McGrath, AK",65.0
4283,CHU,"Chuathbaluk, AK",MLL,"Marshall, AK",44.17
4284,CHU,"Chuathbaluk, AK",RDV,"Red Devil, AK",52.13
4285,CHU,"Chuathbaluk, AK",RSH,"Russian Mission, AK",31.5
4286,CHU,"Chuathbaluk, AK",SHX,"Shageluk, AK",40.5
4287,CHU,"Chuathbaluk, AK",SLQ,"Sleetmute, AK",62.83
4288,CHU,"Chuathbaluk, AK",SRV,"Stony River, AK",46.0
4289,CHZ,"Chiloquin, OR",MFR,"Medford, OR",34.0
4290,CIC,"Chico, CA",ACV,"Arcata/Eureka, CA",37.0
4291,CIC,"Chico, CA",OAK,"Oakland, CA",54.0
4292,CIC,"Chico, CA",RDD,"Redding, CA",17.0
4293,CIC,"Chico, CA",SBA,"Santa Barbara, CA",79.0
4294,CIC,"Chico, CA",SFO,"San Francisco, CA",5057.5
4295,CIC,"Chico, CA",SJC,"San Jose, CA",101.0
4296,CIC,"Chico, CA",SMF,"Sacramento, CA",569.46
4297,CIC,"Chico, CA",SNA,"Santa Ana, CA",60.0
4298,CIC,"Chico, CA",UKI,"Ukiah, CA",34.0
4299,CID,"Cedar Rapids/Iowa City, IA",ABI,"Abilene, TX",138.0
4300,CID,"Cedar Rapids/Iowa City, IA",ACT,"Waco, TX",141.0
4301,CID,"Cedar Rapids/Iowa City, IA",ATL,"Atlanta, GA",1672.63
4302,CID,"Cedar Rapids/Iowa City, IA",AZA,"Phoenix, AZ",2306.08
4303,CID,"Cedar Rapids/Iowa City, IA",BMG,"Bloomington, IN",55.2
4304,CID,"Cedar Rapids/Iowa City, IA",BNA,"Nashville, TN",73.0
4305,CID,"Cedar Rapids/Iowa City, IA",BOI,"Boise, ID",612.46
4306,CID,"Cedar Rapids/Iowa City, IA",BRO,"Brownsville, TX",252.0
4307,CID,"Cedar Rapids/Iowa City, IA",BWI,"Baltimore, MD",93.0
4308,CID,"Cedar Rapids/Iowa City, IA",CMH,"Columbus, OH",81.0
4309,CID,"Cedar Rapids/Iowa City, IA",CMI,"Champaign/Urbana, IL",45.5
4310,CID,"Cedar Rapids/Iowa City, IA",COS,"Colorado Springs, CO",179.67
4311,CID,"Cedar Rapids/Iowa City, IA",CYS,"Cheyenne, WY",111.0
4312,CID,"Cedar Rapids/Iowa City, IA",DAY,"Dayton, OH",63.0
4313,CID,"Cedar Rapids/Iowa City, IA",DEN,"Denver, CO",2759.37
4314,CID,"Cedar Rapids/Iowa City, IA",DFW,"Dallas/Fort Worth, TX",5818.7
4315,CID,"Cedar Rapids/Iowa City, IA",DSM,"Des Moines, IA",310.72
4316,CID,"Cedar Rapids/Iowa City, IA",DTW,"Detroit, MI",2399.76
4317,CID,"Cedar Rapids/Iowa City, IA",EFD,"Houston, TX",139.0
4318,CID,"Cedar Rapids/Iowa City, IA",EWR,"Newark, NJ",113.0
4319,CID,"Cedar Rapids/Iowa City, IA",FLL,"Fort Lauderdale, FL",158.5
4320,CID,"Cedar Rapids/Iowa City, IA",FNT,"Flint, MI",94.0
4321,CID,"Cedar Rapids/Iowa City, IA",FSD,"Sioux Falls, SD",44.0
4322,CID,"Cedar Rapids/Iowa City, IA",FYV,"Fayetteville, AR",85.0
4323,CID,"Cedar Rapids/Iowa City, IA",GEG,"Spokane, WA",195.0
4324,CID,"Cedar Rapids/Iowa City, IA",GRB,"Green Bay, WI",98.0
4325,CID,"Cedar Rapids/Iowa City, IA",GRR,"Grand Rapids, MI",74.0
4326,CID,"Cedar Rapids/Iowa City, IA",HPN,"White Plains, NY",134.0
4327,CID,"Cedar Rapids/Iowa City, IA",HUF,"Terre Haute, IN",43.0
4328,CID,"Cedar Rapids/Iowa City, IA",IAD,"Washington, DC",100.0
4329,CID,"Cedar Rapids/Iowa City, IA",IAH,"Houston, TX",6507.88
4330,CID,"Cedar Rapids/Iowa City, IA",ICT,"Wichita, KS",63.0
4331,CID,"Cedar Rapids/Iowa City, IA",IFP,"Bullhead City, AZ",180.63
4332,CID,"Cedar Rapids/Iowa City, IA",IND,"Indianapolis, IN",877.56
4333,CID,"Cedar Rapids/Iowa City, IA",LAF,"Lafayette, IN",46.2
4334,CID,"Cedar Rapids/Iowa City, IA",LAN,"Lansing, MI",72.14
4335,CID,"Cedar Rapids/Iowa City, IA",LAS,"Las Vegas, NV",2316.5
4336,CID,"Cedar Rapids/Iowa City, IA",LNK,"Lincoln, NE",76.0
4337,CID,"Cedar Rapids/Iowa City, IA",MCI,"Kansas City, MO",42.0
4338,CID,"Cedar Rapids/Iowa City, IA",MEM,"Memphis, TN",1598.27
4339,CID,"Cedar Rapids/Iowa City, IA",MHK,"Manhattan/Ft, Riley, KS",55.0
4340,CID,"Cedar Rapids/Iowa City, IA",MLI,"Moline, IL",18.4
4341,CID,"Cedar Rapids/Iowa City, IA",MLU,"Monroe, LA",85.0
4342,CID,"Cedar Rapids/Iowa City, IA",MSP,"Minneapolis, MN",971.27
